"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33"
"1",1,0.040453074433657,0.0652866242038217,0.318181818181818,0.822222222222222,0.815831987075929,0.0344827586206897,0.811258278145695,1,0.0551053484602917,0.599673202614379,0.0386473429951691,0.889802631578947,0.0737704918032787,0.0442338072669826,0.0499194847020934,0.0784313725490196,0.082258064516129,0.252045826513912,0.0917573872472784,0.196399345335516,0.0376432078559738,1,0.064891846921797,0.0608974358974359,0.0445151033386327,0.0498338870431894,0.0618892508143322,0.043956043956044,0.552922590837283,0.0609555189456343,0.0357723577235772,0.457006369426752
"2",0.040453074433657,1,0,0.432119205298013,0,0,1,0,0.0340909090909091,0.980066445182724,0.132471728594507,0.986644407345576,0,0.980132450331126,1,1,0,0,0.579034941763727,0,0.860426929392447,1,0.0569514237855946,0.986842105263158,0,1,1,0.985172981878089,1,0.242472266244057,0.983361064891847,1,0.5552
"3",0.0652866242038217,0,1,0.259141494435612,0,0,0.00152671755725191,0,0.117834394904459,0.00158478605388273,0.373417721518987,0.0062992125984252,0.00159744408945687,0.00158227848101266,0.00152671755725191,0.00158982511923688,1,1,0.199367088607595,1,0.0159235668789809,0,0.12,0.00158478605388273,1,0.00156494522691706,0.0016025641025641,0,0.00153846153846154,0.260336906584992,0.00649350649350649,0.00158227848101266,0.0708782742681048
"4",0.318181818181818,0.432119205298013,0.259141494435612,1,0.172025723472669,0.137096774193548,0.456140350877193,0.141447368421053,0.441707717569787,0.522022838499184,0.619439868204283,0.473257698541329,0.147157190635452,0.51227495908347,0.48489666136725,0.471910112359551,0.306799336650083,0.274671052631579,1,0.300469483568075,0.509933774834437,0.452188006482982,0.452302631578947,0.478333333333333,0.252836304700162,0.459150326797386,0.463054187192118,0.484552845528455,0.463836477987421,0.884858044164038,0.467005076142132,0.449511400651466,0.585874799357945
"5",0.822222222222222,0,0,0.172025723472669,1,1,0,1,0.760064412238325,0.0127388535031847,0.403536977491961,0.00649350649350649,1,0.0146341463414634,0,0,0,0,0.104746317512275,0,0.1008,0,0.730210016155089,0.00974025974025974,0,0,0,0.012924071082391,0,0.381761978361669,0.0065359477124183,0,0.307086614173228
"6",0.815831987075929,0,0,0.137096774193548,1,1,0,1,0.746293245469522,0.00655737704918033,0.395121951219512,0.00664451827242525,0.998344370860927,0.016366612111293,0,0,0,0,0.0947712418300654,0,0.0966666666666667,0,0.721393034825871,0.0132231404958678,0,0,0,0.0131147540983607,0,0.320574162679426,0.0116086235489221,0,0.327476038338658
"7",0.0344827586206897,1,0.00152671755725191,0.456140350877193,0,0,1,0,0.0377358490566038,0.977635782747604,0.133012820512821,0.987301587301587,0,0.97741935483871,1,1,0,0.00157232704402516,0.592295345104334,0,0.874799357945425,0.998407643312102,0.0570032573289902,0.983922829581994,0.00155763239875389,1,1,0.983870967741935,1,0.25,0.982371794871795,1,0.533646322378717
"8",0.811258278145695,0,0,0.141447368421053,1,1,0,1,0.75,0.010016694490818,0.386934673366834,0.00505050505050505,0.998341625207297,0.0100840336134454,0,0,0,0,0.0881863560732113,0,0.0921273031825796,0,0.721476510067114,0.00672268907563025,0,0,0,0.00837520938023451,0,0.317073170731707,0.00686106346483705,0,0.320063694267516
"9",1,0.0340909090909091,0.117834394904459,0.441707717569787,0.760064412238325,0.746293245469522,0.0377358490566038,0.75,1,0.066884176182708,0.729773462783172,0.042833607907743,0.83003300330033,0.0755336617405583,0.0449438202247191,0.0446280991735537,0.134646962233169,0.126198083067093,0.344262295081967,0.144654088050314,0.198347107438017,0.0344827586206897,1,0.0630182421227197,0.109500805152979,0.0427892234548336,0.0490196078431373,0.0529801324503311,0.0448717948717949,0.683042789223455,0.0585284280936455,0.0383333333333333,0.512
"10",0.0551053484602917,0.980066445182724,0.00158478605388273,0.522022838499184,0.0127388535031847,0.00655737704918033,0.977635782747604,0.010016694490818,0.066884176182708,1,0.148514851485149,0.973727422003284,0.00991735537190083,0.985099337748344,0.978930307941653,0.976859504132231,0.00495049504950495,0.00324149108589951,0.652684563758389,0.00788643533123028,0.868113522537563,0.981757877280265,0.0927152317880795,0.981878088962109,0.00478468899521531,0.982084690553746,0.97875816993464,0.981848184818482,0.979299363057325,0.29874213836478,0.97504159733777,0.978405315614618,0.693418940609952
"11",0.599673202614379,0.132471728594507,0.373417721518987,0.619439868204283,0.403536977491961,0.395121951219512,0.133012820512821,0.386934673366834,0.729773462783172,0.148514851485149,1,0.128925619834711,0.419031719532554,0.174629324546952,0.110576923076923,0.130148270181219,0.396039603960396,0.373134328358209,0.522462562396007,0.420886075949367,0.282608695652174,0.125827814569536,0.71571906354515,0.159203980099502,0.341894060995185,0.133440514469453,0.14572864321608,0.139384116693679,0.12280701754386,0.79585326953748,0.146666666666667,0.124172185430464,0.583198707592892
"12",0.0386473429951691,0.986644407345576,0.0062992125984252,0.473257698541329,0.00649350649350649,0.00664451827242525,0.987301587301587,0.00505050505050505,0.042833607907743,0.973727422003284,0.128925619834711,1,0.00496688741721854,0.988255033557047,0.987012987012987,0.988617886178862,0.00497512437810945,0.00324675324675325,0.601973684210526,0.00482315112540193,0.941373534338358,0.991666666666667,0.0583333333333333,0.991694352159468,0.0032626427406199,0.987075928917609,0.988175675675676,0.995024875621891,0.992012779552716,0.263823064770932,1,0.989983305509182,0.570739549839228
"13",0.889802631578947,0,0.00159744408945687,0.147157190635452,1,0.998344370860927,0,0.998341625207297,0.83003300330033,0.00991735537190083,0.419031719532554,0.00496688741721854,1,0.013355592654424,0,0,0.00168918918918919,0,0.0871021775544389,0,0.104906937394247,0,0.817114093959732,0.00827814569536424,0.00165289256198347,0,0,0.00831946755407654,0,0.3632,0.00846023688663283,0,0.33387358184765
"14",0.0737704918032787,0.980132450331126,0.00158227848101266,0.51227495908347,0.0146341463414634,0.016366612111293,0.97741935483871,0.0100840336134454,0.0755336617405583,0.985099337748344,0.174629324546952,0.988255033557047,0.013355592654424,1,0.980392156862745,0.981666666666667,0.0016750418760469,0,0.651666666666667,0.00315457413249211,0.890728476821192,1,0.0971524288107203,1,0.00161290322580645,0.977198697068404,0.981636060100167,1,0.980707395498392,0.3125,0.996661101836394,0.97708674304419,0.615508885298869
"15",0.0442338072669826,1,0.00152671755725191,0.48489666136725,0,0,1,0,0.0449438202247191,0.978930307941653,0.110576923076923,0.987012987012987,0,0.980392156862745,1,1,0,0.00161550888529887,0.61525974025974,0,0.872990353697749,0.998381877022654,0.0693548387096774,0.98546042003231,0.0015748031496063,1,1,0.987220447284345,1,0.270606531881804,0.981788079470199,1,0.58411214953271
"16",0.0499194847020934,1,0.00158982511923688,0.471910112359551,0,0,1,0,0.0446280991735537,0.976859504132231,0.130148270181219,0.988617886178862,0,0.981666666666667,1,1,0,0.00164744645799012,0.61028192371476,0,0.881383855024712,0.998333333333333,0.0696517412935323,0.986820428336079,0.00162074554294976,1,1,0.988467874794069,1,0.266244057052298,0.984873949579832,1,0.621019108280255
"17",0.0784313725490196,0,1,0.306799336650083,0,0,0,0,0.134646962233169,0.00495049504950495,0.396039603960396,0.00497512437810945,0.00168918918918919,0.0016750418760469,0,0,1,1,0.244628099173554,1,0.0183028286189684,0,0.132773109243697,0,1,0,0,0.00165837479270315,0,0.302547770700637,0.00513698630136986,0,0.0782747603833866
"18",0.082258064516129,0,1,0.274671052631579,0,0,0.00157232704402516,0,0.126198083067093,0.00324149108589951,0.373134328358209,0.00324675324675325,0,0,0.00161550888529887,0.00164744645799012,1,1,0.214754098360656,1,0.0147058823529412,0,0.128246753246753,0,1,0.00161812297734628,0.00164473684210526,0,0.00158227848101266,0.280254777070064,0.00166944908180301,0.00165289256198347,0.0737179487179487
"19",0.252045826513912,0.579034941763727,0.199367088607595,1,0.104746317512275,0.0947712418300654,0.592295345104334,0.0881863560732113,0.344262295081967,0.652684563758389,0.522462562396007,0.601973684210526,0.0871021775544389,0.651666666666667,0.61525974025974,0.61028192371476,0.244628099173554,0.214754098360656,1,0.237639553429027,0.61247947454844,0.591666666666667,0.358931552587646,0.622549019607843,0.196694214876033,0.601612903225806,0.6,0.620860927152318,0.603225806451613,0.774760383386581,0.611584327086882,0.580968280467446,0.534510433386838
"20",0.0917573872472784,0,1,0.300469483568075,0,0,0,0,0.144654088050314,0.00788643533123028,0.420886075949367,0.00482315112540193,0,0.00315457413249211,0,0,1,1,0.237639553429027,1,0.0237717908082409,0,0.148969889064976,0.00160513643659711,1,0,0,0.00156985871271586,0,0.298003072196621,0.00631911532385466,0,0.0932721712538226
"21",0.196399345335516,0.860426929392447,0.0159235668789809,0.509933774834437,0.1008,0.0966666666666667,0.874799357945425,0.0921273031825796,0.198347107438017,0.868113522537563,0.282608695652174,0.941373534338358,0.104906937394247,0.890728476821192,0.872990353697749,0.881383855024712,0.0183028286189684,0.0147058823529412,0.61247947454844,0.0237717908082409,1,0.871074380165289,0.202635914332784,0.907742998352554,0.0179445350734095,0.865353037766831,0.891156462585034,0.880523731587561,0.864139020537125,0.34789644012945,0.971186440677966,0.859766277128548,0.602893890675241
"22",0.0376432078559738,1,0,0.452188006482982,0,0,0.998407643312102,0,0.0344827586206897,0.981757877280265,0.125827814569536,0.991666666666667,0,1,0.998381877022654,0.998333333333333,0,0,0.591666666666667,0,0.871074380165289,1,0.0548172757475083,1,0,0.998381877022654,0.998310810810811,1,0.998389694041868,0.257234726688103,0.993231810490694,0.998344370860927,0.523500810372772
"23",1,0.0569514237855946,0.12,0.452302631578947,0.730210016155089,0.721393034825871,0.0570032573289902,0.721476510067114,1,0.0927152317880795,0.71571906354515,0.0583333333333333,0.817114093959732,0.0971524288107203,0.0693548387096774,0.0696517412935323,0.132773109243697,0.128246753246753,0.358931552587646,0.148969889064976,0.202635914332784,0.0548172757475083,1,0.0868113522537563,0.108414239482201,0.0584415584415584,0.0616666666666667,0.0821018062397373,0.0663430420711974,0.692307692307692,0.0815307820299501,0.0545454545454545,0.532258064516129
"24",0.064891846921797,0.986842105263158,0.00158478605388273,0.478333333333333,0.00974025974025974,0.0132231404958678,0.983922829581994,0.00672268907563025,0.0630182421227197,0.981878088962109,0.159203980099502,0.991694352159468,0.00827814569536424,1,0.98546042003231,0.986820428336079,0,0,0.622549019607843,0.00160513643659711,0.907742998352554,1,0.0868113522537563,1,0.00164203612479475,0.985148514851485,0.988294314381271,1,0.987117552334944,0.288401253918495,0.996621621621622,0.983552631578947,0.612111292962357
"25",0.0608974358974359,0,1,0.252836304700162,0,0,0.00155763239875389,0,0.109500805152979,0.00478468899521531,0.341894060995185,0.0032626427406199,0.00165289256198347,0.00161290322580645,0.0015748031496063,0.00162074554294976,1,1,0.196694214876033,1,0.0179445350734095,0,0.108414239482201,0.00164203612479475,1,0.0016,0.00163398692810458,0,0.0015625,0.248840803709428,0.00326797385620915,0.00161550888529887,0.062111801242236
"26",0.0445151033386327,1,0.00156494522691706,0.459150326797386,0,0,1,0,0.0427892234548336,0.982084690553746,0.133440514469453,0.987075928917609,0,0.977198697068404,1,1,0,0.00161812297734628,0.601612903225806,0,0.865353037766831,0.998381877022654,0.0584415584415584,0.985148514851485,0.0016,1,1,0.985197368421053,1,0.266666666666667,0.983221476510067,1,0.523052464228935
"27",0.0498338870431894,1,0.0016025641025641,0.463054187192118,0,0,1,0,0.0490196078431373,0.97875816993464,0.14572864321608,0.988175675675676,0,0.981636060100167,1,1,0,0.00164473684210526,0.6,0,0.891156462585034,0.998310810810811,0.0616666666666667,0.988294314381271,0.00163398692810458,1,1,0.984771573604061,1,0.267942583732057,0.984822934232715,1,0.562300319488818
"28",0.0618892508143322,0.985172981878089,0,0.484552845528455,0.012924071082391,0.0131147540983607,0.983870967741935,0.00837520938023451,0.0529801324503311,0.981848184818482,0.139384116693679,0.995024875621891,0.00831946755407654,1,0.987220447284345,0.988467874794069,0.00165837479270315,0,0.620860927152318,0.00156985871271586,0.880523731587561,1,0.0821018062397373,1,0,0.985197368421053,0.984771573604061,1,0.985781990521327,0.270833333333333,1,0.983471074380165,0.61389337641357
"29",0.043956043956044,1,0.00153846153846154,0.463836477987421,0,0,1,0,0.0448717948717949,0.979299363057325,0.12280701754386,0.992012779552716,0,0.980707395498392,1,1,0,0.00158227848101266,0.603225806451613,0,0.864139020537125,0.998389694041868,0.0663430420711974,0.987117552334944,0.0015625,1,1,0.985781990521327,1,0.268104776579353,0.98858075040783,1,0.558320373250389
"30",0.552922590837283,0.242472266244057,0.260336906584992,0.884858044164038,0.381761978361669,0.320574162679426,0.25,0.317073170731707,0.683042789223455,0.29874213836478,0.79585326953748,0.263823064770932,0.3632,0.3125,0.270606531881804,0.266244057052298,0.302547770700637,0.280254777070064,0.774760383386581,0.298003072196621,0.34789644012945,0.257234726688103,0.692307692307692,0.288401253918495,0.248840803709428,0.266666666666667,0.267942583732057,0.270833333333333,0.268104776579353,1,0.26537216828479,0.257551669316375,0.579937304075235
"31",0.0609555189456343,0.983361064891847,0.00649350649350649,0.467005076142132,0.0065359477124183,0.0116086235489221,0.982371794871795,0.00686106346483705,0.0585284280936455,0.97504159733777,0.146666666666667,1,0.00846023688663283,0.996661101836394,0.981788079470199,0.984873949579832,0.00513698630136986,0.00166944908180301,0.611584327086882,0.00631911532385466,0.971186440677966,0.993231810490694,0.0815307820299501,0.996621621621622,0.00326797385620915,0.983221476510067,0.984822934232715,1,0.98858075040783,0.26537216828479,1,0.984745762711864,0.57825370675453
"32",0.0357723577235772,1,0.00158227848101266,0.449511400651466,0,0,1,0,0.0383333333333333,0.978405315614618,0.124172185430464,0.989983305509182,0,0.97708674304419,1,1,0,0.00165289256198347,0.580968280467446,0,0.859766277128548,0.998344370860927,0.0545454545454545,0.983552631578947,0.00161550888529887,1,1,0.983471074380165,1,0.257551669316375,0.984745762711864,1,0.552884615384615
"33",0.457006369426752,0.5552,0.0708782742681048,0.585874799357945,0.307086614173228,0.327476038338658,0.533646322378717,0.320063694267516,0.512,0.693418940609952,0.583198707592892,0.570739549839228,0.33387358184765,0.615508885298869,0.58411214953271,0.621019108280255,0.0782747603833866,0.0737179487179487,0.534510433386838,0.0932721712538226,0.602893890675241,0.523500810372772,0.532258064516129,0.612111292962357,0.062111801242236,0.523052464228935,0.562300319488818,0.61389337641357,0.558320373250389,0.579937304075235,0.57825370675453,0.552884615384615,1
